t,v,k,N,Source
3,3,234,164.0,two-stage SA (TJ-AG-I)
3,3,240,168.0,two-stage SA (TJ-AG-I)
3,3,252,169.0,two-stage SA (TJ-AG-I)
3,3,280,171.0,Cohen-Colbourn-Ling
3,3,284,176.0,two-stage SA (TJ-AG-I)
3,3,302,177.0,two-stage SA (TJ-AG-I)
3,3,308,178.0,Cohen-Colbourn-Ling
3,3,333,179.0,two-stage SA (TJ-AG-I)
3,3,342,180.0,two-stage SA (TJ-AG-I)
3,3,378,183.0,two-stage SA (TJ-AG-I)
3,3,392,189.0,Cohen-Colbourn-Ling
3,3,395,190.0,two-stage SA (TJ-AG-I)
3,3,410,191.0,two-stage SA (TJ-AG-I)
3,3,413,192.0,two-stage SA (TJ-AG-I)
3,3,414,193.0,two-stage SA (TJ-AG-I)
3,3,448,195.0,Cohen-Colbourn-Ling
3,3,450,197.0,two-stage SA (TJ-AG-I)
3,3,472,199.0,two-stage SA (TJ-AG-I)
3,3,500,200.0,two-stage SA (TJ-AG-I)
3,3,540,203.0,two-stage SA (TJ-AG-I)
3,3,588,213.0,Colbourn-Martirosyan-TVT-Walker
3,3,594,217.0,Cohen-Colbourn-Ling
3,3,604,218.0,Cohen-Colbourn-Ling
3,3,631,219.0,Cohen-Colbourn-Ling
3,3,644,220.0,Cohen-Colbourn-Ling
3,3,654,222.0,Cohen-Colbourn-Ling
3,3,671,223.0,two-stage SA (TJ-AG-I)
3,3,674,224.0,Cohen-Colbourn-Ling
3,3,702,225.0,Power CZ3-13.4-6.1-9.1
3,3,704,227.0,Cohen-Colbourn-Ling
3,3,1014,228.0,Power CZ3-13.5-6.1
3,3,1352,234.0,Power CZ3-13.5-8.1
3,3,1521,237.0,Power CZ3-13.5-9.1
3,3,1690,240.0,Power CZ3-13.5-10.1
3,3,2028,246.0,Power CZ3-13.5-12.1
3,3,2198,249.0,Power CZ3-14.6
3,3,2744,264.0,Power CZ3-16.3-14.1-14.1-14.1
3,3,3136,270.0,Power CZ3-16.4-14.1-14.1
3,3,3584,276.0,Power CZ3-16.5-14.1
3,3,4096,282.0,Power CZ3-16.6
3,3,4097,300.0,Add a factor
3,3,4352,303.0,Power CZ3-17.4-16.1-16.1
3,3,4608,306.0,Power CZ3-19.3-16.1-16.1-18.1
3,3,4788,308.0,Power CZ3-19.4-14.1-18.1
3,3,4864,312.0,Power CZ3-19.4-16.1-16.1
3,3,4896,313.0,Power CZ3-19.3-16.1-17.1-18.1
3,3,5472,314.0,Power CZ3-19.4-16.1-18.1
3,3,5776,320.0,Power CZ3-19.5-16.1
3,3,5814,321.0,Power CZ3-19.4-17.1-18.1
3,3,6498,322.0,Power CZ3-19.5-18.1
3,3,6859,328.0,Power CZ3-19.6
3,3,6860,330.0,Power CZ3-20.6
3,3,7168,348.0,Chateauneuf-Kreher doubling
3,3,8000,350.0,Power CZ3-23.3-20.1-20.1-20.1
3,3,8100,352.0,Colbourn-Martirosyan-TVT-Walker
3,3,8233,354.0,Cohen-Colbourn-Ling
3,3,8800,357.0,Power CZ3-23.3-20.1-20.1-22.1
3,3,8860,358.0,Power CZ3-23.1-22.4-20.1
3,3,9408,360.0,Colbourn-Martirosyan-TVT-Walker
3,3,9409,362.0,Cohen-Colbourn-Ling
3,3,9680,364.0,Power CZ3-23.3-22.2-20.1
3,3,9746,365.0,Power CZ3-23.1-22.5
3,3,10000,366.0,Colbourn-Martirosyan-TVT-Walker
4,3,5,81.0,Derive from strength 5
4,3,6,111.0,cross-sum (CKRS)
4,3,7,123.0,cross-sum (CKRS)
4,3,9,135.0,Derive from strength 5
4,3,11,159.0,CPHF 3-stage (TJ-IM)
4,3,12,189.0,Torres-Jimenez
4,3,13,212.0,Torres-Jimenez
4,3,15,231.0,2-Restricted SCPHF RE (CL)
4,3,17,237.0,SCPHF Sim Annealing (TJ-IM)
4,3,20,271.0,CPHF 3-stage (TJ-IM)
4,3,21,278.0,CPHF 3-stage (TJ-IM)
4,3,22,288.0,CPHF 3-stage (TJ-IM)
4,3,23,296.0,CPHF 3-stage (TJ-IM)
4,3,27,337.0,CPHF 3-stage (TJ-IM)
4,3,28,353.0,CPHF 3-stage (TJ-IM)
4,3,30,361.0,CPHF 3-stage (TJ-IM)
4,3,33,378.0,CPHF 3-stage (TJ-IM)
4,3,34,380.0,CPHF 3-stage (TJ-IM)
4,3,35,389.0,CPHF 3-stage (TJ-IM)
4,3,36,396.0,CPHF 3-stage (TJ-IM)
4,3,37,403.0,CPHF 3-stage (TJ-IM)
4,3,40,420.0,CPHF 3-stage (TJ-IM)
4,3,41,436.0,CPHF 3-stage (TJ-IM)
4,3,42,441.0,CPHF 3-stage (TJ-IM)
4,3,43,450.0,CPHF 3-stage (TJ-IM)
4,3,44,453.0,CPHF 3-stage (TJ-IM)
4,3,45,454.0,CPHF 3-stage (TJ-IM)
4,3,46,463.0,CPHF 3-stage (TJ-IM)
4,3,47,465.0,CPHF 3-stage (TJ-IM)
4,3,48,471.0,CPHF 3-stage (TJ-IM)
4,3,49,484.0,CPHF 3-stage (TJ-IM)
4,3,51,488.0,CPHF 3-stage (TJ-IM)
4,3,53,506.0,CPHF 3-stage (TJ-IM)
4,3,54,509.0,CPHF 3-stage (TJ-IM)
4,3,55,512.0,PGL (Maity-Akhtar-Chandrasekharan-Colbourn) postop NCK
4,3,57,516.0,CPHF 3-stage (TJ-IM)
4,3,58,522.0,PGL (Maity-Akhtar-Chandrasekharan-Colbourn) postop NCK
4,3,60,526.0,CPHF 3-stage (TJ-IM)
4,3,63,531.0,PGL (Maity-Akhtar-Chandrasekharan-Colbourn)
4,3,66,546.0,CPHF 3-stage (TJ-IM)
4,3,67,548.0,PGL (Maity-Akhtar-Chandrasekharan-Colbourn) postop NCK
4,3,70,559.0,CPHF 3-stage (TJ-IM)
4,3,71,566.0,CPHF 3-stage (TJ-IM)
4,3,72,567.0,PGL (Maity-Akhtar-Chandrasekharan-Colbourn)
4,3,74,573.0,CPHF 3-stage (TJ-IM)
4,3,76,577.0,CPHF 3-stage (TJ-IM)
4,3,78,579.0,CPHF 3-stage (TJ-IM)
4,3,81,596.0,CPHF 3-stage (TJ-IM)
4,3,82,602.0,CPHF 3-stage (TJ-IM)
4,3,85,605.0,CPHF 3-stage (TJ-IM)
4,3,88,614.0,CPHF 3-stage (TJ-IM)
4,3,92,624.0,CPHF 3-stage (TJ-IM)
4,3,94,630.0,CPHF 3-stage (TJ-IM)
4,3,97,637.0,CPHF 3-stage (TJ-IM)
4,3,99,639.0,CPHF 3-stage (TJ-IM)
4,3,100,645.0,Density Mult Cyclic (Colbourn)
4,3,105,657.0,Density Mult Cyclic (Colbourn)
4,3,119,663.0,simulated annealing (AG-TJ-H)
4,3,150,666.0,simulated annealing (AG-TJ-H)
4,3,224,669.0,Cyclotomy (Colbourn)
4,3,230,687.0,Cyclotomy (Colbourn)
4,3,272,813.0,Cyclotomy (Colbourn)
4,3,278,831.0,Cyclotomy (Colbourn)
4,3,433,868.0,Cyclotomy shift (AG+TJ+H)
4,3,487,974.0,Cyclotomy shift (AG+TJ+H)
4,3,499,999.0,Cyclotomy mult (Colbourn)
4,3,523,1026.0,Cyclotomy shift (AG+TJ+H)
4,3,1051,1051.0,Cyclotomy (Colbourn)
4,3,1069,1069.0,Cyclotomy (Colbourn)
4,3,1087,1087.0,Cyclotomy (Colbourn)
4,3,1093,1093.0,Cyclotomy (Colbourn)
4,3,1117,1119.0,Cyclotomy (Colbourn)
4,3,1123,1123.0,Cyclotomy (Colbourn)
4,3,1129,1129.0,Cyclotomy (Colbourn)
4,3,1171,1171.0,Cyclotomy (Colbourn)
4,3,1213,1213.0,Cyclotomy (Colbourn)
4,3,1231,1231.0,Cyclotomy (Colbourn)
4,3,1249,1249.0,Cyclotomy (Colbourn)
4,3,1279,1279.0,Cyclotomy (Colbourn)
4,3,1291,1291.0,Cyclotomy (Colbourn)
4,3,1297,1297.0,Cyclotomy (Colbourn)
4,3,1303,1303.0,Cyclotomy (Colbourn)
4,3,1321,1323.0,Cyclotomy (Colbourn)
4,3,1327,1327.0,Cyclotomy (Colbourn)
4,3,1381,1381.0,Cyclotomy (Colbourn)
4,3,1399,1399.0,Cyclotomy (Colbourn)
4,3,1423,1423.0,Cyclotomy (Colbourn)
4,3,1429,1431.0,Cyclotomy (Colbourn)
4,3,1447,1447.0,Cyclotomy (Colbourn)
4,3,1453,1453.0,Cyclotomy (Colbourn)
4,3,1459,1459.0,Cyclotomy (Colbourn)
4,3,1471,1471.0,Cyclotomy (Colbourn)
4,3,1483,1483.0,Cyclotomy (Colbourn)
4,3,1489,1489.0,Cyclotomy (Colbourn)
4,3,1494,1521.0,CPHF IPO 19 (WCS)
4,3,1531,1531.0,Cyclotomy (Colbourn)
4,3,1543,1543.0,Cyclotomy (Colbourn)
4,3,1549,1549.0,Cyclotomy (Colbourn)
4,3,1567,1567.0,Cyclotomy (Colbourn)
4,3,1579,1579.0,Cyclotomy (Colbourn)
4,3,1597,1597.0,Cyclotomy (Colbourn)
4,3,2026,1601.0,CPHF IPO 20 (WCS)
4,3,2694,1681.0,CPHF IPO 21 (WCS)
4,3,3582,1761.0,CPHF IPO 22 (WCS)
4,3,4382,1841.0,CPHF IPO 23 (WCS)
4,3,4712,1921.0,CPHF IPO 24 (WCS)
4,3,4713,2149.0,Add a factor
4,3,4714,2203.0,Add a factor
4,3,6982,2327.0,Derive from strength 5
4,3,7012,2337.0,Derive from strength 5
4,3,7013,2571.0,Add a factor
4,3,7164,2601.0,Colbourn-Martirosyan-TVT-Walker
4,3,7168,2681.0,Colbourn-Martirosyan-TVT-Walker
4,3,8192,2693.0,Colbourn-Martirosyan-TVT-Walker
4,3,8194,2729.0,Colbourn-Martirosyan-TVT-Walker
4,3,8704,2735.0,Colbourn-Martirosyan-TVT-Walker
4,3,8764,2741.0,Colbourn-Martirosyan-TVT-Walker
4,3,9216,2821.0,Colbourn-Martirosyan-TVT-Walker
4,3,9424,2825.0,Colbourn-Martirosyan-TVT-Walker
4,3,10000,2871.0,Colbourn-Martirosyan-TVT-Walker
5,3,6,243.0,orthogonal array
5,3,7,351.0,cross-sum (CKRS)
5,3,10,405.0,simulated annealing (AG-TJ-H)
5,3,12,483.0,SCPHF Sim Annealing (TJ-IM)
5,3,13,687.0,CPHF 3-stage (TJ-IM)
5,3,14,805.0,CPHF 3-stage (TJ-IM)
5,3,15,842.0,CPHF 3-stage (TJ-IM)
5,3,16,920.0,CPHF 3-stage (TJ-IM)
5,3,17,963.0,SCPHF Sim Annealing (TJ-IM)
5,3,18,1034.0,CPHF 3-stage (TJ-IM)
5,3,19,1064.0,CPHF 3-stage (TJ-IM)
5,3,20,1108.0,CPHF 3-stage (TJ-IM)
5,3,22,1200.0,CPHF 3-stage (TJ-IM)
5,3,23,1258.0,CPHF 3-stage (TJ-IM)
5,3,24,1302.0,CPHF 3-stage (TJ-IM)
5,3,25,1350.0,CPHF 3-stage (TJ-IM)
5,3,26,1371.0,CPHF 3-stage (TJ-IM)
5,3,27,1413.0,CPHF 3-stage (TJ-IM)
5,3,28,1435.0,CPHF 3-stage (TJ-IM)
5,3,29,1480.0,CPHF 3-stage (TJ-IM)
5,3,30,1520.0,CPHF 3-stage (TJ-IM)
5,3,31,1541.0,CPHF 3-stage (TJ-IM)
5,3,32,1580.0,CPHF 3-stage (TJ-IM)
5,3,33,1600.0,CPHF 3-stage (TJ-IM)
5,3,34,1630.0,CPHF 3-stage (TJ-IM)
5,3,35,1661.0,CPHF 3-stage (TJ-IM)
5,3,36,1681.0,CPHF 3-stage (TJ-IM)
5,3,37,1693.0,CPHF 3-stage (TJ-IM)
5,3,38,1730.0,CPHF 3-stage (TJ-IM)
5,3,39,1760.0,CPHF 3-stage (TJ-IM)
5,3,40,1780.0,CPHF 3-stage (TJ-IM)
5,3,41,1811.0,CPHF 3-stage (TJ-IM)
5,3,42,1838.0,CPHF 3-stage (TJ-IM)
5,3,44,1855.0,CPHF 3-stage (TJ-IM)
5,3,45,1870.0,CPHF 3-stage (TJ-IM)
5,3,46,1903.0,CPHF 3-stage (TJ-IM)
5,3,47,1931.0,CPHF 3-stage (TJ-IM)
5,3,48,1947.0,CPHF 3-stage (TJ-IM)
5,3,49,1975.0,CPHF 3-stage (TJ-IM)
5,3,50,2041.0,CPHF 3-stage (TJ-IM)
5,3,51,2054.0,CPHF 3-stage (TJ-IM)
5,3,52,2068.0,CPHF 3-stage (TJ-IM)
5,3,53,2076.0,CPHF 3-stage (TJ-IM)
5,3,54,2098.0,CPHF 3-stage (TJ-IM)
5,3,55,2109.0,CPHF 3-stage (TJ-IM)
5,3,56,2125.0,CPHF 3-stage (TJ-IM)
5,3,57,2131.0,CPHF 3-stage (TJ-IM)
5,3,58,2150.0,CPHF 3-stage (TJ-IM)
5,3,59,2157.0,CPHF 3-stage (TJ-IM)
5,3,60,2200.0,CPHF 3-stage (TJ-IM)
5,3,61,2258.0,CPHF 3-stage (TJ-IM)
5,3,62,2266.0,CPHF 3-stage (TJ-IM)
5,3,63,2284.0,CPHF 3-stage (TJ-IM)
5,3,64,2288.0,CPHF 3-stage (TJ-IM)
5,3,65,2297.0,CPHF 3-stage (TJ-IM)
5,3,66,2304.0,CPHF 3-stage (TJ-IM)
5,3,67,2308.0,CPHF 3-stage (TJ-IM)
5,3,68,2318.0,CPHF 3-stage (TJ-IM)
5,3,70,2327.0,CPHF 3-stage (TJ-IM)
5,3,71,2354.0,CPHF 3-stage (TJ-IM)
5,3,72,2361.0,CPHF 3-stage (TJ-IM)
5,3,73,2364.0,CPHF 3-stage (TJ-IM)
5,3,74,2379.0,CPHF 3-stage (TJ-IM)
5,3,75,2391.0,CPHF 3-stage (TJ-IM)
5,3,76,2403.0,CPHF 3-stage (TJ-IM)
5,3,77,2419.0,CPHF 3-stage (TJ-IM)
5,3,78,2427.0,CPHF 3-stage (TJ-IM)
5,3,79,2438.0,CPHF 3-stage (TJ-IM)
5,3,80,2450.0,CPHF 3-stage (TJ-IM)
5,3,81,2457.0,CPHF 3-stage (TJ-IM)
5,3,82,2488.0,CPHF 3-stage (TJ-IM)
5,3,83,2494.0,CPHF 3-stage (TJ-IM)
5,3,84,2497.0,CPHF 3-stage (TJ-IM)
5,3,85,2505.0,CPHF 3-stage (TJ-IM)
5,3,87,2519.0,CPHF 3-stage (TJ-IM)
5,3,89,2544.0,CPHF 3-stage (TJ-IM)
5,3,90,2548.0,CPHF 3-stage (TJ-IM)
5,3,97,2617.0,CPHF 3-stage (TJ-IM)
5,3,98,2626.0,CPHF 3-stage (TJ-IM)
5,3,99,2646.0,CPHF 3-stage (TJ-IM)
5,3,100,2649.0,CPHF 3-stage (TJ-IM)
5,3,101,2660.0,CPHF 3-stage (TJ-IM)
5,3,102,2675.0,CPHF 3-stage (TJ-IM)
5,3,103,2681.0,CPHF 3-stage (TJ-IM)
5,3,104,2690.0,CPHF 3-stage (TJ-IM)
5,3,105,2699.0,CPHF 3-stage (TJ-IM)
5,3,108,2880.0,CPHF 3-stage (TJ-IM)
5,3,110,2907.0,CPHF 3-stage (TJ-IM)
5,3,114,2942.0,CPHF 3-stage (TJ-IM)
5,3,115,3005.0,IPOGF postop MPO (TJ-RC)
5,3,116,3019.0,IPOGF postop MPO (TJ-RC)
5,3,148,3140.0,CPHF 3-stage (TJ-IM)
5,3,1051,3156.0,Cyclotomy (Colbourn)
5,3,1069,3210.0,Cyclotomy (Colbourn)
5,3,1087,3264.0,Cyclotomy (Colbourn)
5,3,1093,3282.0,Cyclotomy (Colbourn)
5,3,1123,3369.0,Cyclotomy (Colbourn)
5,3,1129,3390.0,Cyclotomy (Colbourn)
5,3,1171,3516.0,Cyclotomy (Colbourn)
5,3,1213,3642.0,Cyclotomy (Colbourn)
5,3,1231,3696.0,Cyclotomy (Colbourn)
5,3,1249,3750.0,Cyclotomy (Colbourn)
5,3,1279,3840.0,Cyclotomy (Colbourn)
5,3,1291,3876.0,Cyclotomy (Colbourn)
5,3,1297,3891.0,Cyclotomy (Colbourn)
5,3,1303,3909.0,Cyclotomy (Colbourn)
5,3,1327,3981.0,Cyclotomy (Colbourn)
5,3,1381,4143.0,Cyclotomy (Colbourn)
5,3,1399,4197.0,Cyclotomy (Colbourn)
5,3,1423,4269.0,Cyclotomy (Colbourn)
5,3,1447,4341.0,Cyclotomy (Colbourn)
5,3,1453,4359.0,Cyclotomy (Colbourn)
5,3,1459,4377.0,Cyclotomy (Colbourn)
5,3,1471,4413.0,Cyclotomy (Colbourn)
5,3,1483,4449.0,Cyclotomy (Colbourn)
5,3,1489,4467.0,Cyclotomy (Colbourn)
5,3,1531,4593.0,Cyclotomy (Colbourn)
5,3,1543,4629.0,Cyclotomy (Colbourn)
5,3,1549,4647.0,Cyclotomy (Colbourn)
5,3,1567,4701.0,Cyclotomy (Colbourn)
5,3,1579,4737.0,Cyclotomy (Colbourn)
5,3,1597,4791.0,Cyclotomy (Colbourn)
5,3,1609,4827.0,Cyclotomy (Colbourn)
5,3,1621,4863.0,Cyclotomy (Colbourn)
5,3,1627,4881.0,Cyclotomy (Colbourn)
5,3,1657,4971.0,Cyclotomy (Colbourn)
5,3,1663,4989.0,Cyclotomy (Colbourn)
5,3,1669,5007.0,Cyclotomy (Colbourn)
5,3,1693,5079.0,Cyclotomy (Colbourn)
5,3,1699,5097.0,Cyclotomy (Colbourn)
5,3,1723,5169.0,Cyclotomy (Colbourn)
5,3,1741,5223.0,Cyclotomy (Colbourn)
5,3,1747,5241.0,Cyclotomy (Colbourn)
5,3,1753,5259.0,Cyclotomy (Colbourn)
5,3,1759,5277.0,Cyclotomy (Colbourn)
5,3,2659,5318.0,Cyclotomy shift (Colbourn)
5,3,2671,5345.0,Cyclotomy shift (Colbourn)
5,3,2683,5369.0,Cyclotomy shift (Colbourn)
5,3,2684,6953.0,Add 1 factors
5,3,6983,6983.0,Cyclotomy (Torres-Jimenez)
5,3,7013,7013.0,Cyclotomy (Torres-Jimenez)
5,3,7014,9101.0,Add 1 factors
5,3,7015,9803.0,Add 2 factors
5,3,7016,9965.0,Add 3 factors
5,3,10000,10007.0,Cyclotomy (Torres-Jimenez)
6,3,7,729.0,orthogonal array
6,3,8,1134.0,Torres-Jimenez
6,3,9,1377.0,4-Restricted SCPHF RE (CL)
6,3,11,1431.0,CPHF 3-stage (TJ-IM)
6,3,12,1455.0,SCPHF Sim Annealing (TJ-IM)
6,3,13,2181.0,SCPHF Sim Annealing (TJ-IM)
6,3,14,2701.0,CPHF 3-stage (TJ-IM)
6,3,15,2901.0,CPHF 3-stage (TJ-IM)
6,3,16,3126.0,CPHF 3-stage (TJ-IM)
6,3,17,3633.0,SCPHF Sim Annealing (TJ-IM)
6,3,18,3839.0,Density (Colbourn) postop NCK
6,3,19,3961.0,CPHF 3-stage (TJ-IM)
6,3,20,4006.0,CPHF 3-stage (TJ-IM)
6,3,21,4200.0,CPHF 3-stage (TJ-IM)
6,3,22,4400.0,CPHF 3-stage (TJ-IM)
6,3,23,4600.0,CPHF 3-stage (TJ-IM)
6,3,24,4661.0,CPHF 3-stage (TJ-IM)
6,3,25,4880.0,CPHF 3-stage (TJ-IM)
6,3,26,5020.0,CPHF 3-stage (TJ-IM)
6,3,27,5200.0,CPHF 3-stage (TJ-IM)
6,3,28,5359.0,CPHF 3-stage (TJ-IM)
6,3,29,5410.0,CPHF 3-stage (TJ-IM)
6,3,30,5572.0,CPHF 3-stage (TJ-IM)
6,3,31,5691.0,CPHF 3-stage (TJ-IM)
6,3,32,5786.0,CPHF 3-stage (TJ-IM)
6,3,35,5825.0,CPHF 3-stage (TJ-IM)
6,3,36,6248.0,CPHF 3-stage (TJ-IM)
6,3,37,6316.0,CPHF 3-stage (TJ-IM)
6,3,38,6454.0,CPHF 3-stage (TJ-IM)
6,3,39,6583.0,CPHF 3-stage (TJ-IM)
6,3,40,6663.0,CPHF 3-stage (TJ-IM)
6,3,41,6755.0,CPHF 3-stage (TJ-IM)
6,3,42,6870.0,CPHF 3-stage (TJ-IM)
6,3,43,7153.0,CPHF 3-stage (TJ-IM)
6,3,44,7264.0,CPHF 3-stage (TJ-IM)
6,3,45,7348.0,CPHF 3-stage (TJ-IM)
6,3,46,7482.0,CPHF 3-stage (TJ-IM)
6,3,47,7567.0,CPHF 3-stage (TJ-IM)
6,3,50,7576.0,CPHF 3-stage (TJ-IM)
6,3,51,7635.0,CPHF 3-stage (TJ-IM)
6,3,52,7656.0,CPHF 3-stage (TJ-IM)
6,3,54,7746.0,CPHF 3-stage (TJ-IM)
6,3,55,7797.0,CPHF 3-stage (TJ-IM)
6,3,58,7999.0,CPHF 3-stage (TJ-IM)
6,3,61,8687.0,CPHF 3-stage (TJ-IM)
6,3,62,8758.0,CPHF 3-stage (TJ-IM)
6,3,63,8955.0,CPHF 3-stage (TJ-IM)
6,3,64,9025.0,CPHF 3-stage (TJ-IM)
6,3,66,9033.0,CPHF 3-stage (TJ-IM)
6,3,68,9154.0,CPHF 3-stage (TJ-IM)
6,3,73,9249.0,CPHF 3-stage (TJ-IM)
6,3,82,9997.0,CPHF 3-stage (TJ-IM)
6,3,86,10406.0,CPHF 3-stage (TJ-IM)
6,3,88,10490.0,CPHF 3-stage (TJ-IM)
6,3,90,10673.0,CPHF 3-stage (TJ-IM)
6,3,96,10927.0,CPHF 3-stage (TJ-IM)
6,3,98,10942.0,CPHF 3-stage (TJ-IM)
6,3,120,10974.0,CPHF 3-stage (TJ-IM)
6,3,136,12297.0,CPHF 3-stage (TJ-IM)
6,3,350,14467.0,CPHF 3-stage (TJ-IM)
6,3,351,19675.0,Add 1 factors
6,3,352,22969.0,Add 2 factors
6,3,353,24427.0,Add 3 factors
6,3,354,29635.0,Add 3 factors
6,3,355,32929.0,Add 3 factors
6,3,356,34387.0,Add 3 factors
6,3,357,39595.0,Add 3 factors
6,3,358,42889.0,Add 3 factors
6,3,359,44347.0,Add 3 factors
6,3,360,49555.0,Add 3 factors
6,3,361,49598.0,Power CZ2-19.13
6,3,362,52065.0,Power CT19^2+1
6,3,363,54587.0,Power CT19^2+2
6,3,364,57187.0,Power CT19^2+3
6,3,560,57864.0,"perfect hash family4,560,350"
6,3,678,60140.0,Martirosyan-Colbourn
6,3,700,65212.0,Martirosyan-Colbourn
6,3,702,67327.0,Power CZ2-27.12-26.1
6,3,729,67477.0,Power CZ2-27.13
6,3,730,69654.0,Power CT27^2+1
6,3,754,69927.0,Power CT29^2T3
6,3,756,70056.0,Power CT29^2T2T1
6,3,783,70107.0,Power CT29^2T2
6,3,784,70215.0,Power CT29^2T1T1
6,3,812,70266.0,Power CT29^2T1
6,3,841,70317.0,Power CT29^2
6,3,866,72330.0,"perfect hash family5,866,350"
6,3,870,73570.0,Power CT31^2T2T1
6,3,871,73613.0,Power CT31^2Arc(3)
6,3,899,73689.0,Power CT31^2T2
6,3,900,73732.0,Power CT31^2T1T1
6,3,930,73851.0,Power CT31^2T1
6,3,961,73970.0,Power CT31^2
6,3,992,75110.0,Power CT32^2T1
6,3,1024,75205.0,Power CT32^2
6,3,1027,75712.0,Power CT32^2+3
6,3,1039,79640.0,"Power CT37^2Arc(10):5 twos,0 ones"
6,3,1040,79995.0,"Power CT37^2Arc(12):4 twos,2 ones"
6,3,1068,80063.0,"Power CT37^2Arc(10):4 twos,1 ones"
6,3,1097,80131.0,"Power CT37^2Arc(8):4 twos,0 ones"
6,3,1098,80486.0,"Power CT37^2Arc(10):3 twos,2 ones"
6,3,1128,80554.0,"Power CT37^2Arc(8):3 twos,1 ones"
6,3,1159,80622.0,"Power CT37^2Arc(6):3 twos,0 ones"
6,3,1160,80977.0,"Power CT37^2Arc(8):2 twos,2 ones"
6,3,1192,81045.0,"Power CT37^2Arc(6):2 twos,1 ones"
6,3,1225,81113.0,Power CT37^2T2T2
6,3,1226,81468.0,Power CT37^2Arc(2)T2
6,3,1260,81536.0,Power CT37^2T2T1
6,3,1295,81604.0,Power CT37^2T2
6,3,1296,81959.0,Power CT37^2T1T1
6,3,1332,82027.0,Power CT37^2T1
6,3,1369,82095.0,Power CT37^2
6,3,1370,83889.0,Power CT37^2+1
6,3,1371,85566.0,Power CT37^2+2
6,3,1372,86606.0,Power CT37^2+3
6,3,1400,86780.0,Power CT41^2T6T1
6,3,1435,86872.0,Power CT41^2T6
6,3,1444,87179.0,Power CT41^2Arc(2)T4
6,3,1447,87225.0,Power CT41^2Arc(3)T3
6,3,1450,87250.0,Power CT41^2Arc(6)
6,3,1480,87271.0,Power CT41^2T4T1
6,3,1483,87317.0,Power CT41^2Arc(2)T3
6,3,1486,87342.0,Power CT41^2Arc(5)
6,3,1517,87363.0,Power CT41^2T4
6,3,1520,87409.0,Power CT41^2T3T1
6,3,1523,87434.0,Power CT41^2Arc(4)
6,3,1558,87501.0,Power CT41^2T3
6,3,1561,87526.0,Power CT41^2Arc(3)
6,3,1600,87618.0,Power CT41^2T1T1
6,3,1640,87710.0,Power CT41^2T1
6,3,1681,87802.0,Power CT41^2
6,3,1682,89297.0,Power CT41^2+1
6,3,1683,91844.0,Power CT43^2Arc(4)
6,3,1723,92127.0,Power CT43^2Arc(3)
6,3,1764,92410.0,Power CT43^2T1T1
6,3,1806,92693.0,Power CT43^2T1
6,3,1849,92976.0,Power CT43^2
6,3,1850,94419.0,Power CT43^2+1
6,3,1851,95511.0,Power CT43^2+2
6,3,1852,97253.0,Power CT43^2+3
6,3,1862,97353.0,Power CT49^2T11
6,3,1890,97442.0,Power CT47^2T5T2
6,3,1911,97482.0,Power CT49^2T10
6,3,1927,97546.0,Power CT47^2T6
6,3,1960,97562.0,Power CT49^2T9
6,3,2009,97654.0,Power CT49^2T8
6,3,2058,97769.0,Power CT49^2T7
6,3,2107,98052.0,Power CT49^2T6
6,3,2115,98139.0,Power CT47^2T2
6,3,2156,98163.0,Power CT49^2T5
6,3,2205,98247.0,Power CT49^2T4
6,3,2209,98358.0,Power CT47^2
6,3,2254,98381.0,Power CT49^2T3
6,3,2303,98466.0,Power CT49^2T2
6,3,2402,98475.0,Power CT49^2+1
6,3,2403,99242.0,Power CT49^2+2
6,3,2404,99515.0,Power CT49^2+3
6,3,2413,99965.0,Power CT53^2Arc(8)
6,3,2459,100055.0,Power CT53^2Arc(7)
6,3,2506,100145.0,Power CT53^2Arc(6)
6,3,2554,100235.0,Power CT53^2Arc(5)
6,3,2603,100325.0,Power CT53^2Arc(4)
6,3,2653,100415.0,Power CT53^2Arc(3)
6,3,2704,100505.0,Power CT53^2T1T1
6,3,2756,100595.0,Power CT53^2T1
6,3,2810,100685.0,Power CT53^2+1
6,3,2811,101348.0,Power CT53^2+2
6,3,2814,103974.0,Power CT53^2 +5
6,3,2839,104662.0,Power CT59^2Arc(12)
6,3,2887,105350.0,Power CT59^2Arc(11)
6,3,2936,106038.0,Power CT59^2Arc(10)
6,3,2986,106726.0,Power CT59^2Arc(9)
6,3,3037,107414.0,Power CT59^2Arc(8)
6,3,3089,108102.0,Power CT59^2Arc(7)
6,3,3142,108790.0,Power CT59^2Arc(6)
6,3,3196,109478.0,Power CT59^2Arc(5)
6,3,3251,110166.0,Power CT59^2Arc(4)
6,3,3307,110854.0,Power CT59^2Arc(3)
6,3,3364,111542.0,Power CT59^2T1T1
6,3,3538,112230.0,Power CT61^2T3
6,3,3721,112918.0,Power CT61^2
6,3,3722,113841.0,Power CT61^2+1
6,3,3913,114020.0,Power CT25^3T12S24
6,3,3939,114239.0,Power CT25^3T12S23
6,3,3978,114458.0,Power CT25^3T12S22
6,3,4214,114540.0,Power CT25^3T11S24
6,3,4515,114740.0,Power CT25^3T10S24
6,3,4545,114959.0,Power CT25^3T10S23
6,3,4816,114965.0,Power CT25^3T9S24
6,3,4848,115184.0,Power CT25^3T9S23
